Rg,Spieler,Land,Pos,Verein,Alt,Geboren,90,SCA,SCA-90,AktivPass,ToterPass,Dribb.,Sc,Gef,Vert.,GCA,GCA-90,AktivPass,ToterPass,Dribb.,Sc,Gef,Vert.,Spiele
369,Krzysztof Pi?tek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,25,1995,18.1,1.22,121,1.05,0.00,0.00,0.11,0.00,0.06,0.17,017,0.17,0.00,0.00,0.00,0.00,0.00,Spiele
370,Amos Pieper\Amos-Pieper,de GER,DF,Arminia,22,1998,29.8,0.57,057,0.54,0.00,0.00,0.00,0.00,0.03,0.07,007,0.03,0.00,0.00,0.00,0.00,0.03,Spiele
371,?ukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,35,1985,5.1,1.37,138,1.18,0.20,0.00,0.00,0.00,0.00,0.20,020,0.20,0.00,0.00,0.00,0.00,0.00,Spiele
372,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,28,1992,11.9,2.18,218,1.43,0.59,0.08,0.00,0.08,0.00,0.25,025,0.17,0.08,0.00,0.00,0.00,0.00,Spiele
373,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,27,1993,20.0,3.20,319,2.50,0.00,0.25,0.15,0.20,0.10,0.35,035,0.30,0.00,0.00,0.05,0.00,0.00,Spiele
374,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Union Berlin,25,1994,9.5,1.58,159,1.26,0.00,0.00,0.21,0.11,0.00,0.21,021,0.11,0.00,0.00,0.11,0.00,0.00,Spiele
375,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,25,1994,0.1,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
376,Marin Pongra?i?\Marin-Pongracic,hr CRO,DF,Wolfsburg,22,1997,6.4,0.63,063,0.63,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
377,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,23,1997,23.5,1.02,102,0.94,0.00,0.00,0.04,0.00,0.04,0.04,004,0.04,0.00,0.00,0.00,0.00,0.00,Spiele
378,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,26,1994,15.0,2.47,246,1.80,0.00,0.07,0.27,0.27,0.07,0.47,047,0.33,0.00,0.07,0.00,0.07,0.00,Spiele
379,Manuel Prietl\Manuel-Prietl,at AUT,MF,Arminia,28,1991,28.0,1.11,111,0.71,0.00,0.11,0.04,0.04,0.21,0.18,018,0.14,0.00,0.00,0.00,0.00,0.04,Spiele
380,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,25,1995,20.2,1.88,188,1.14,0.00,0.05,0.20,0.35,0.15,0.15,015,0.05,0.00,0.00,0.05,0.05,0.00,Spiele
381,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,26,1993,16.4,2.07,207,1.34,0.00,0.30,0.12,0.18,0.12,0.43,043,0.24,0.00,0.00,0.12,0.06,0.00,Spiele
382,Nemanja Radonji?\Nemanja-Radonjic,rs SRB,FWDF,Hertha BSC,24,1996,6.8,3.09,309,2.06,0.00,0.74,0.00,0.29,0.00,0.88,088,0.44,0.00,0.29,0.00,0.15,0.00,Spiele
383,Benito Raman\Benito-Raman,be BEL,FWMF,Schalke 04,25,1994,13.8,2.10,209,1.52,0.07,0.14,0.22,0.14,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
384,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,24,1996,16.2,2.59,259,1.85,0.00,0.49,0.19,0.06,0.00,0.31,031,0.25,0.00,0.00,0.06,0.00,0.00,Spiele
385,Daishawn Redan\Daishawn-Redan,nl NED,FWMF,Hertha BSC,19,2001,1.1,2.73,265,1.82,0.00,0.91,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
386,Reinier\Reinier,br BRA,MFFW,Dortmund,18,2002,2.9,2.41,245,1.72,0.00,0.00,0.00,0.34,0.34,0.34,035,0.34,0.00,0.00,0.00,0.00,0.00,Spiele
387,Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,18,2002,0.7,4.29,450,4.29,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
388,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,31,1989,25.3,3.64,363,2.25,0.43,0.24,0.24,0.40,0.08,0.47,047,0.24,0.08,0.00,0.04,0.08,0.04,Spiele
389,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,22,1997,20.4,2.11,211,1.08,0.59,0.05,0.15,0.20,0.05,0.20,020,0.10,0.00,0.00,0.05,0.00,0.05,Spiele
390,Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,17,2002,22.0,3.14,314,1.95,0.32,0.32,0.09,0.45,0.00,0.45,046,0.27,0.05,0.05,0.05,0.05,0.00,Spiele
391,Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,20,2000,10.5,1.05,105,0.95,0.00,0.00,0.00,0.00,0.10,0.10,010,0.10,0.00,0.00,0.00,0.00,0.00,Spiele
392,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,20,2000,1.0,3.00,303,3.00,0.00,0.00,0.00,0.00,0.00,1.00,101,1.00,0.00,0.00,0.00,0.00,0.00,Spiele
393,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,22,1997,15.7,2.93,292,1.46,0.38,0.64,0.13,0.25,0.06,0.38,038,0.19,0.00,0.00,0.06,0.06,0.06,Spiele
394,Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,23,1996,2.0,1.00,102,0.50,0.00,0.50,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
395,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,29,1990,18.1,2.38,238,1.99,0.06,0.06,0.00,0.28,0.00,0.39,039,0.33,0.00,0.00,0.00,0.06,0.00,Spiele
396,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,27,1993,13.7,1.39,139,1.24,0.00,0.07,0.07,0.00,0.00,0.22,022,0.15,0.00,0.07,0.00,0.00,0.00,Spiele
397,Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,30,1990,2.0,2.00,200,0.50,1.50,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
398,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,30,1990,18.6,2.96,295,1.88,0.97,0.05,0.05,0.00,0.00,0.27,027,0.22,0.05,0.00,0.00,0.00,0.00,Spiele
399,Georginio Rutter\Georginio-Rutter,fr FRA,FW,Hoffenheim,18,2002,2.7,2.59,261,2.59,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
400,Julian Ryerson\Julian-Ryerson,no NOR,DFMF,Union Berlin,22,1997,11.9,1.51,152,1.26,0.08,0.08,0.08,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
401,Frederik Rønnow\Frederik-Ronnow,dk DEN,TW,Schalke 04,27,1992,10.5,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
402,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,26,1994,5.2,3.27,326,2.50,0.00,0.19,0.38,0.00,0.19,0.19,019,0.19,0.00,0.00,0.00,0.00,0.00,Spiele
403,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,26,1994,22.5,2.62,262,2.44,0.00,0.00,0.13,0.04,0.00,0.22,022,0.18,0.00,0.00,0.04,0.00,0.00,Spiele
404,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,23,1997,18.5,2.00,200,1.41,0.05,0.00,0.11,0.43,0.00,0.49,049,0.27,0.00,0.00,0.05,0.16,0.00,Spiele
405,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,18,2002,2.2,1.82,180,1.36,0.00,0.45,0.00,0.00,0.00,0.45,045,0.45,0.00,0.00,0.00,0.00,0.00,Spiele
406,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,24,1996,28.5,1.30,130,1.02,0.04,0.07,0.07,0.04,0.07,0.25,025,0.18,0.00,0.00,0.04,0.04,0.00,Spiele
407,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,20,2000,22.9,5.46,546,3.80,0.92,0.48,0.13,0.09,0.04,0.96,096,0.74,0.04,0.04,0.04,0.09,0.00,Spiele
408,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,24,1996,20.1,4.28,429,3.23,0.10,0.70,0.20,0.05,0.00,1.04,105,0.90,0.00,0.05,0.10,0.00,0.00,Spiele
409,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,29,1990,11.9,0.59,059,0.50,0.00,0.00,0.08,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
410,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,16,2003,0.2,5.00,529,0.00,0.00,0.00,5.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
411,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,25,1995,24.5,1.47,147,1.10,0.00,0.08,0.12,0.08,0.08,0.12,012,0.08,0.00,0.00,0.04,0.00,0.00,Spiele
412,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,20,2000,27.8,2.30,230,1.51,0.00,0.29,0.25,0.22,0.04,0.14,014,0.04,0.00,0.00,0.04,0.04,0.04,Spiele
413,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,28,1992,5.0,1.80,179,1.60,0.00,0.20,0.00,0.00,0.00,0.60,060,0.60,0.00,0.00,0.00,0.00,0.00,Spiele
414,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,24,1996,20.7,2.22,222,1.59,0.00,0.24,0.24,0.14,0.00,0.29,029,0.19,0.00,0.05,0.00,0.05,0.00,Spiele
415,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,31,1988,8.3,1.93,194,1.33,0.00,0.12,0.00,0.36,0.12,0.12,012,0.12,0.00,0.00,0.00,0.00,0.00,Spiele
416,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,22,1997,29.2,1.75,175,1.40,0.03,0.03,0.10,0.07,0.10,0.21,021,0.14,0.00,0.00,0.03,0.00,0.03,Spiele
417,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,23,1997,18.4,0.33,033,0.33,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
418,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,20,1999,14.3,1.05,105,0.84,0.00,0.00,0.07,0.07,0.07,0.07,007,0.07,0.00,0.00,0.00,0.00,0.00,Spiele
419,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,30,1990,26.6,2.22,222,1.62,0.30,0.11,0.08,0.08,0.04,0.19,019,0.11,0.04,0.00,0.00,0.00,0.04,Spiele
420,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,20,2000,13.1,2.37,237,1.98,0.08,0.08,0.08,0.15,0.00,0.53,054,0.46,0.00,0.00,0.00,0.08,0.00,Spiele
421,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,25,1994,4.6,2.61,260,2.17,0.43,0.00,0.00,0.00,0.00,0.22,022,0.22,0.00,0.00,0.00,0.00,0.00,Spiele
422,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,26,1994,10.5,1.62,162,1.05,0.10,0.29,0.10,0.10,0.00,0.19,019,0.19,0.00,0.00,0.00,0.00,0.00,Spiele
423,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,27,1993,6.8,1.76,177,1.47,0.15,0.00,0.00,0.00,0.15,0.59,059,0.44,0.15,0.00,0.00,0.00,0.00,Spiele
424,Alexander Schwolow\Alexander-Schwolow,de GER,TW,Hertha BSC,28,1992,26.0,0.08,008,0.00,0.08,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
425,Christopher Scott\Christopher-Scott,de GER,FW,Bayern Munich,18,2002,0.4,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
426,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,25,1995,9.0,2.22,221,1.67,0.00,0.00,0.44,0.11,0.00,0.11,011,0.00,0.00,0.00,0.11,0.00,0.00,Spiele
427,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,23,1997,21.7,1.43,143,1.06,0.05,0.05,0.09,0.14,0.05,0.14,014,0.14,0.00,0.00,0.00,0.00,0.00,Spiele
428,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,20,2000,17.5,1.49,149,1.37,0.00,0.06,0.06,0.00,0.00,0.17,017,0.17,0.00,0.00,0.00,0.00,0.00,Spiele
429,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,23,1997,3.8,1.58,157,1.05,0.26,0.00,0.00,0.26,0.00,0.26,026,0.26,0.00,0.00,0.00,0.00,0.00,Spiele
430,Tim Siersleben\Tim-Siersleben,de GER,DF,Wolfsburg,20,2000,0.4,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
431,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,24,1995,30.7,2.48,248,1.73,0.03,0.23,0.26,0.20,0.03,0.46,046,0.20,0.00,0.03,0.10,0.13,0.00,Spiele
432,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,29,1991,0.6,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
433,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,25,1995,17.4,1.95,195,1.55,0.23,0.06,0.00,0.06,0.06,0.17,017,0.11,0.00,0.00,0.00,0.06,0.00,Spiele
434,Tobias Sippel\Tobias-Sippel,de GER,TW,M'Gladbach,32,1988,3.8,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
435,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,25,1995,30.9,1.29,129,0.94,0.10,0.06,0.10,0.00,0.10,0.13,013,0.06,0.00,0.03,0.03,0.00,0.00,Spiele
436,Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,24,1996,12.9,2.25,224,1.40,0.62,0.08,0.16,0.00,0.00,0.08,008,0.00,0.00,0.00,0.08,0.00,0.00,Spiele
437,Steven Skrzybski\Steven-Skrzybski,de GER,FWDF,Schalke 04,27,1992,4.7,1.70,172,0.64,0.21,0.00,0.43,0.43,0.00,0.21,021,0.00,0.00,0.00,0.21,0.00,0.00,Spiele
438,Yann Sommer\Yann-Sommer,ch SUI,TW,M'Gladbach,31,1988,30.1,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
439,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,22,1998,22.7,3.30,331,2.33,0.75,0.04,0.09,0.09,0.00,0.44,044,0.31,0.13,0.00,0.00,0.00,0.00,Spiele
440,Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,27,1992,5.1,1.57,157,1.18,0.00,0.20,0.00,0.20,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
441,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,23,1997,24.2,1.65,166,1.40,0.00,0.00,0.00,0.21,0.04,0.21,021,0.17,0.00,0.00,0.00,0.04,0.00,Spiele
442,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,23,1996,32.0,0.81,081,0.50,0.06,0.09,0.06,0.06,0.03,0.13,012,0.09,0.03,0.00,0.00,0.00,0.00,Spiele
443,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MFDF,Schalke 04,29,1990,21.7,0.92,092,0.74,0.05,0.00,0.00,0.09,0.05,0.14,014,0.14,0.00,0.00,0.00,0.00,0.00,Spiele
444,Josip Staniši?\Josip-Stanisic,de GER,DF,Bayern Munich,20,2000,1.0,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
445,Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,25,1995,31.0,0.32,032,0.23,0.00,0.00,0.03,0.03,0.03,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
446,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,28,1991,17.4,2.82,282,2.13,0.00,0.23,0.17,0.17,0.11,0.46,046,0.40,0.00,0.00,0.00,0.06,0.00,Spiele
447,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,24,1996,14.2,0.70,071,0.56,0.07,0.00,0.07,0.00,0.00,0.07,007,0.00,0.00,0.00,0.07,0.00,0.00,Spiele
448,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,31,1988,21.8,3.49,349,2.48,0.50,0.00,0.28,0.09,0.14,0.55,055,0.37,0.00,0.00,0.14,0.00,0.05,Spiele
449,Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,26,1993,6.0,3.33,335,2.50,0.67,0.00,0.17,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
450,Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,30,1990,20.5,1.22,122,1.17,0.05,0.00,0.00,0.00,0.00,0.05,005,0.05,0.00,0.00,0.00,0.00,0.00,Spiele
451,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,32,1988,3.4,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
452,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,24,1995,16.7,1.62,161,1.44,0.00,0.06,0.12,0.00,0.00,0.24,024,0.24,0.00,0.00,0.00,0.00,0.00,Spiele
453,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,32,1987,8.1,1.48,147,1.11,0.00,0.00,0.12,0.12,0.12,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
454,Frederik Sørensen\Frederik-Sorensen,dk DEN,DFMF,Köln,28,1992,1.1,0.91,091,0.91,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
455,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,24,1995,16.0,3.75,374,2.94,0.00,0.13,0.38,0.13,0.19,0.25,025,0.19,0.00,0.00,0.06,0.00,0.00,Spiele
456,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,24,1996,24.7,0.20,020,0.20,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
457,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,21,1999,29.5,0.85,085,0.85,0.00,0.00,0.00,0.00,0.00,0.03,003,0.03,0.00,0.00,0.00,0.00,0.00,Spiele
458,Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,19,2001,0.8,1.25,130,1.25,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
459,Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,21,1999,3.0,1.00,100,0.67,0.00,0.00,0.00,0.33,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
460,Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,23,1997,8.4,2.14,215,1.31,0.24,0.24,0.24,0.12,0.00,0.36,036,0.12,0.24,0.00,0.00,0.00,0.00,Spiele
461,Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,18,2001,16.1,0.37,037,0.37,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
462,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,18,2002,11.4,1.67,166,1.49,0.00,0.00,0.09,0.09,0.00,0.26,026,0.18,0.00,0.00,0.09,0.00,0.00,Spiele
463,Erik Thommy\Erik-Thommy,de GER,DFFW,Stuttgart,25,1994,3.5,3.14,316,1.71,0.57,0.00,0.57,0.29,0.00,0.57,058,0.57,0.00,0.00,0.00,0.00,0.00,Spiele
464,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,22,1997,19.2,2.55,255,1.35,0.00,0.36,0.31,0.47,0.05,0.57,057,0.26,0.00,0.05,0.05,0.21,0.00,Spiele
465,Steffen Tigges\Steffen-Tigges,de GER,FWDF,Dortmund,22,1998,0.6,1.67,161,0.00,0.00,0.00,0.00,0.00,1.67,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
466,Guus Til\Guus-Til,nl NED,FW,Freiburg,22,1997,1.4,0.71,072,0.71,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
467,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,25,1994,8.7,2.18,219,1.61,0.34,0.11,0.00,0.11,0.00,0.23,023,0.23,0.00,0.00,0.00,0.00,0.00,Spiele
468,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,31,1989,21.6,0.37,037,0.28,0.00,0.00,0.00,0.09,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
469,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,22,1997,10.8,0.65,065,0.56,0.00,0.00,0.09,0.00,0.00,0.09,009,0.00,0.00,0.00,0.09,0.00,0.00,Spiele
470,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,24,1996,7.8,3.21,320,2.69,0.13,0.13,0.00,0.00,0.26,0.38,038,0.38,0.00,0.00,0.00,0.00,0.00,Spiele
471,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,23,1997,23.2,1.29,129,0.99,0.00,0.00,0.17,0.09,0.04,0.26,026,0.22,0.00,0.00,0.00,0.04,0.00,Spiele
472,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,32,1988,1.1,0.91,092,0.91,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
473,Kevin Trapp\Kevin-Trapp,de GER,TW,Eint Frankfurt,30,1990,33.0,0.03,003,0.03,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
474,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,33,1987,28.6,2.69,269,1.57,1.05,0.00,0.00,0.07,0.00,0.42,042,0.24,0.14,0.00,0.00,0.03,0.00,Spiele
475,Tuta\Tuta,br BRA,DF,Eint Frankfurt,21,1999,16.2,0.74,074,0.56,0.06,0.00,0.00,0.06,0.06,0.19,019,0.00,0.06,0.00,0.00,0.06,0.06,Spiele
476,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,21,1998,25.9,0.93,093,0.89,0.00,0.00,0.04,0.00,0.00,0.04,004,0.00,0.00,0.00,0.04,0.00,0.00,Spiele
477,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,28,1991,16.6,2.77,277,1.20,0.84,0.12,0.24,0.18,0.18,0.24,024,0.12,0.00,0.00,0.00,0.06,0.06,Spiele
478,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,21,1998,17.9,2.29,229,1.73,0.00,0.11,0.11,0.34,0.00,0.17,017,0.17,0.00,0.00,0.00,0.00,0.00,Spiele
479,Miloš Veljkovi?\Milos-Veljkovic,rs SRB,DF,Werder Bremen,24,1995,19.1,0.21,021,0.21,0.00,0.00,0.00,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
480,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,23,1997,4.1,2.68,267,1.46,0.98,0.00,0.00,0.00,0.24,0.49,049,0.24,0.24,0.00,0.00,0.00,0.00,Spiele
481,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,28,1992,11.1,2.16,216,1.71,0.00,0.00,0.27,0.18,0.00,0.27,027,0.18,0.00,0.00,0.09,0.00,0.00,Spiele
482,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,28,1991,20.5,0.63,064,0.59,0.00,0.05,0.00,0.00,0.00,0.10,010,0.05,0.00,0.05,0.00,0.00,0.00,Spiele
483,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,27,1992,32.7,2.17,217,1.71,0.00,0.06,0.24,0.12,0.03,0.37,037,0.28,0.00,0.00,0.09,0.00,0.00,Spiele
484,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,26,1994,2.5,0.80,080,0.40,0.00,0.00,0.40,0.00,0.00,0.40,040,0.00,0.00,0.00,0.40,0.00,0.00,Spiele
485,Wendell\Wendell,br BRA,DF,Leverkusen,27,1993,16.2,0.68,068,0.56,0.00,0.00,0.06,0.00,0.06,0.12,012,0.06,0.00,0.00,0.06,0.00,0.00,Spiele
486,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,34,1985,13.9,1.15,115,0.79,0.36,0.00,0.00,0.00,0.00,0.07,007,0.07,0.00,0.00,0.00,0.00,0.00,Spiele
487,William\William,br BRA,FW,Wolfsburg,25,1995,0.0,0,000,0,0,0,0,0,0,0,000,0,0,0,0,0,0,Spiele
488,William\William,br BRA,DFFW,Schalke 04,25,1995,5.3,0.94,095,0.38,0.19,0.19,0.19,0.00,0.00,0.00,000,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
489,Marten Winkler\Marten-Winkler,de GER,FW,Hertha BSC,17,2002,0.0,0,000,0,0,0,0,0,0,0,000,0,0,0,0,0,0,Spiele
490,Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,17,2003,24.7,3.48,348,2.79,0.12,0.32,0.08,0.08,0.08,0.40,040,0.36,0.00,0.04,0.00,0.00,0.00,Spiele
491,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,31,1989,12.6,1.51,151,1.35,0.00,0.00,0.16,0.00,0.00,0.08,008,0.08,0.00,0.00,0.00,0.00,0.00,Spiele
492,Hannes Wolf\Hannes-Wolf,at AUT,MFFW,M'Gladbach,21,1999,15.3,2.16,216,1.90,0.00,0.07,0.00,0.13,0.07,0.52,052,0.46,0.00,0.00,0.00,0.07,0.00,Spiele
493,Marius Wolf\Marius-Wolf,de GER,DFMF,Köln,25,1995,28.3,1.94,194,1.24,0.00,0.32,0.14,0.21,0.04,0.28,028,0.21,0.00,0.00,0.04,0.04,0.00,Spiele
