Rg,Spieler,Land,Pos,Verein,Alt,Geboren,90,Vol,Ver,Vol%,GesEntf,ProgEntf,Vol,Ver,Vol%,Vol,Ver,Vol%,Vol,Ver,Vol%,Vor,xA,A-xA,WP,1/3,PPA,FlkSr,Fortschr.,Spiele
304,Joshua Mees\Joshua-Mees,de GER,FW,Union Berlin,24,1996,0.1,20.0,30.0,667,190.0,0.00,20.0,20.0,1000,0.00,10.0,00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
305,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,29,1991,9.1,38.1,48.6,785,614.8,153.0,20.3,24.5,830,13.1,15.6,838,3.19,5.27,604,0.22,0.22,0.00,1.87,3.85,1.87,0.33,4.84,Spiele
306,Hamza Mendyl\Hamza-Mendyl,ma MAR,FWDF,Schalke 04,22,1997,1.1,20.9,26.4,793,309.1,130.9,10.9,14.5,750,8.18,9.09,900,0.91,0.91,1000,0.00,0.00,0.00,0.00,2.73,0.00,0.00,4.55,Spiele
307,Levent Mercan\Levent-Mercan,de GER,FW,Schalke 04,19,2000,0.1,10.0,10.0,1000,300.0,50.0,0.00,0.00,,0.00,0.00,,10.0,10.0,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
308,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,23,1997,14.4,41.9,47.2,887,989.0,246.7,9.03,9.65,935,23.2,24.7,941,9.24,12.2,756,0.00,0.01,-0.01,0.21,2.22,0.35,0.00,1.60,Spiele
309,Thomas Meunier\Thomas-Meunier,be BEL,DF,Dortmund,28,1991,16.4,62.4,76.4,817,1147.9,338.6,27.4,30.6,896,26.9,31.2,863,7.26,11.6,623,0.06,0.10,-0.04,0.79,4.45,1.34,0.67,5.37,Spiele
310,Max Meyer\Max-Meyer,de GER,MF,Köln,24,1995,3.9,55.4,66.7,831,922.8,167.7,27.9,31.0,901,18.5,22.3,828,6.67,9.74,684,0.00,0.03,-0.03,0.51,4.36,1.79,0.00,4.36,Spiele
311,Jonas Michel Dirkner\Jonas-Michel-Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,10.0,20.0,500,325.0,215.0,0.00,0.00,,5.00,5.00,1000,5.00,10.0,500,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,Spiele
312,Jonas Michelbrink\Jonas-Michelbrink,de GER,MF,Hertha BSC,19,2001,0.4,27.5,37.5,733,395.0,97.5,12.5,15.0,833,12.5,15.0,833,2.50,2.50,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
313,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,23,1997,20.0,42.1,56.3,748,859.0,299.3,15.4,18.3,844,18.8,22.4,839,7.50,13.5,556,0.10,0.10,0.01,1.15,3.15,1.40,0.70,4.05,Spiele
314,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,32,1988,2.5,11.2,19.2,583,156.4,17.2,8.80,12.0,733,1.20,3.60,333,0.80,1.20,667,0.00,0.00,0.00,0.40,0.40,0.00,0.00,0.00,Spiele
315,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,27,1993,17.3,48.1,57.0,844,832.0,179.1,23.6,26.1,907,17.5,19.7,889,5.49,8.32,660,0.06,0.06,0.00,0.69,3.76,0.64,0.12,3.47,Spiele
316,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,34,1985,13.6,58.6,65.1,900,1327.4,426.1,14.0,15.1,927,32.9,34.9,943,11.5,14.3,804,0.00,0.00,0.00,0.15,3.01,0.22,0.00,3.38,Spiele
317,Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,17,2002,0.4,32.5,45.0,722,485.0,87.5,12.5,17.5,714,15.0,15.0,1000,0.00,2.50,00,0.00,0.00,0.00,2.50,2.50,0.00,0.00,2.50,Spiele
318,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,30,1989,3.0,32.7,48.0,681,540.3,129.7,15.3,22.0,697,11.0,14.3,767,4.00,6.67,600,0.00,0.00,0.00,0.33,3.33,0.00,0.00,3.00,Spiele
319,Mateu Morey\Mateu-Morey,es ESP,DF,Dortmund,20,2000,9.2,68.4,81.2,842,1266.6,345.8,31.3,34.6,906,26.5,31.1,853,9.78,13.7,714,0.22,0.07,0.15,0.76,3.80,1.52,0.54,5.22,Spiele
320,Youssoufa Moukoko\Youssoufa-Moukoko,de GER,FWMF,Dortmund,15,2004,4.7,12.8,16.6,769,179.8,26.2,7.02,8.51,825,3.19,4.89,652,1.06,1.28,833,0.00,0.15,-0.15,0.21,0.43,0.21,0.00,0.64,Spiele
321,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,22,1997,18.6,47.9,61.5,779,899.2,353.4,20.5,24.8,826,20.9,24.9,836,6.13,8.98,683,0.05,0.08,-0.03,0.54,3.23,0.91,0.32,5.16,Spiele
322,Florian Müller\Florian-Muller,de GER,TW,Freiburg,22,1997,31.0,29.5,43.2,683,887.6,556.0,4.19,4.19,1000,15.5,15.7,988,9.68,23.1,420,0.00,0.00,0.00,0.03,0.71,0.10,0.00,0.00,Spiele
323,Sebastian Müller\Sebastian-Muller,de GER,MFDF,Arminia,19,2001,0.0,0,1,00,0,0,0,0,,0,1,00,0,0,,0,0.0,0.0,0,0,0,0,0,Spiele
324,Thomas Müller\Thomas-Muller,de GER,MF,Bayern Munich,30,1989,29.7,38.1,51.4,741,657.2,175.5,18.8,23.4,801,14.4,18.6,777,3.77,6.03,626,0.64,0.39,0.25,3.03,3.20,2.09,0.71,4.48,Spiele
325,Petar Musa\Petar-Musa,hr CRO,FW,Union Berlin,22,1998,7.9,15.6,27.6,564,200.6,40.9,10.4,16.8,617,3.92,7.72,508,0.38,1.27,300,0.38,0.10,0.28,1.01,0.63,0.38,0.00,1.52,Spiele
326,Jamal Musiala\Jamal-Musiala,de GER,FWMF,Bayern Munich,17,2003,9.8,37.7,44.4,848,575.3,118.1,19.4,22.0,880,13.8,16.1,854,2.45,3.06,800,0.10,0.09,0.01,0.92,2.45,1.33,0.10,3.88,Spiele
327,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Schalke 04,28,1992,11.5,38.9,48.7,798,952.0,322.1,7.39,8.52,867,21.4,24.4,875,9.83,15.0,653,0.00,0.00,0.00,0.09,2.87,0.09,0.00,3.04,Spiele
328,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,26,1994,18.6,20.2,31.7,636,382.7,184.1,9.19,11.0,838,6.94,10.9,639,3.39,7.04,481,0.11,0.08,0.03,0.97,1.29,1.40,0.48,2.58,Spiele
329,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,20,1999,22.7,50.2,58.6,856,888.7,333.9,22.7,24.4,931,21.7,24.9,873,5.07,7.40,685,0.04,0.01,0.03,0.22,3.08,0.18,0.04,3.61,Spiele
330,Matija Nastasi?\Matija-Nastasic,rs SRB,DF,Schalke 04,27,1993,13.6,43.7,49.9,875,1033.0,286.4,9.78,10.4,937,22.9,24.7,929,10.7,14.4,740,0.00,0.00,0.00,0.00,1.62,0.00,0.00,1.47,Spiele
331,Paul Nebel\Paul-Nebel,de GER,MFFW,Mainz 05,17,2002,0.6,36.7,46.7,786,696.7,161.7,16.7,21.7,769,15.0,16.7,900,5.00,6.67,750,0.00,0.00,0.00,0.00,5.00,1.67,0.00,3.33,Spiele
332,Luca Netz\Luca-Netz,de GER,DFMF,Hertha BSC,17,2003,3.4,38.5,49.7,775,682.6,195.3,14.1,17.1,828,20.3,22.4,908,2.94,7.94,370,0.00,0.03,-0.03,0.59,1.76,0.59,0.29,3.53,Spiele
333,Manuel Neuer\Manuel-Neuer,de GER,TW,Bayern Munich,34,1986,33.0,34.5,39.9,863,978.2,538.2,5.30,5.36,989,15.8,15.9,992,13.3,18.5,719,0.00,0.01,-0.01,0.03,0.21,0.00,0.00,0.12,Spiele
334,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,23,1997,29.1,50.8,60.8,836,997.3,304.4,20.1,22.4,894,22.8,26.2,871,7.29,10.4,697,0.17,0.08,0.09,0.76,4.85,1.10,0.03,6.12,Spiele
335,Jessic Ngankam\Jessic-Ngankam,de GER,FW,Hertha BSC,20,2000,3.3,12.1,16.1,755,194.5,27.9,5.45,6.97,783,4.55,6.36,714,1.52,1.52,1000,0.00,0.00,0.00,0.30,0.61,0.00,0.00,0.61,Spiele
336,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,24,1996,31.8,35.6,48.1,740,779.7,341.6,10.0,11.7,860,18.6,23.0,810,6.70,12.1,552,0.03,0.06,-0.03,0.47,3.05,0.41,0.13,3.52,Spiele
337,Florian Niederlechner\Florian-Niederlechner,de GER,FW,Augsburg,29,1990,19.3,11.9,16.8,705,208.8,39.9,5.39,7.10,759,4.35,5.75,757,1.55,2.38,652,0.21,0.16,0.05,0.67,0.83,0.47,0.05,1.24,Spiele
338,Joakim Nilsson\Joakim-Nilsson,se SWE,DF,Arminia,26,1994,24.0,37.2,44.1,843,833.3,241.5,9.17,10.3,894,20.4,22.6,904,7.42,10.7,695,0.00,0.00,-0.00,0.08,1.38,0.04,0.04,1.79,Spiele
339,Christopher Nkunku\Christopher-Nkunku,fr FRA,FWMF,RB Leipzig,22,1997,21.0,37.5,48.1,778,582.0,192.7,21.3,23.9,892,11.0,13.5,810,3.67,7.90,464,0.29,0.36,-0.07,3.38,1.95,1.95,0.24,3.67,Spiele
340,Håvard Nordtveit\Havard-Nordtveit,no NOR,DF,Hoffenheim,30,1990,7.8,49.1,57.6,853,1196.5,462.1,11.0,12.6,878,25.3,27.7,912,12.3,16.5,744,0.00,0.04,-0.04,0.38,4.36,0.26,0.00,3.33,Spiele
341,Alexander Nübel\Alexander-Nubel,de GER,TW,Bayern Munich,23,1996,1.0,33.0,35.0,943,854.0,512.0,7.00,7.00,1000,15.0,15.0,1000,11.0,13.0,846,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Spiele
342,Kasim Nuhu\Kasim-Nuhu,gh GHA,DF,Hoffenheim,25,1995,11.0,50.0,58.8,850,1112.7,428.3,12.3,13.5,912,28.0,30.1,931,9.00,13.5,664,0.00,0.00,0.00,0.09,5.36,0.27,0.00,5.00,Spiele
343,Bastian Oczipka\Bastian-Oczipka,de GER,DF,Schalke 04,31,1989,21.4,41.4,52.7,785,740.7,308.2,18.9,20.5,922,17.4,20.7,842,4.67,9.44,495,0.09,0.07,0.02,1.26,2.29,0.89,0.33,3.50,Spiele
344,Masaya Okugawa\Masaya-Okugawa,jp JPN,MFFW,Arminia,24,1996,10.2,9.71,15.9,611,138.6,42.2,5.69,7.55,753,2.84,4.61,617,0.59,2.35,250,0.00,0.08,-0.08,0.29,0.78,0.20,0.00,0.98,Spiele
345,Dani Olmo\Dani-Olmo,es ESP,MFFW,RB Leipzig,22,1998,24.4,40.2,51.7,779,637.8,195.1,22.4,26.0,861,12.7,16.1,791,3.52,5.86,601,0.37,0.20,0.17,1.56,4.26,2.21,0.16,5.86,Spiele
346,Karim Onisiwo\Karim-Onisiwo,at AUT,FW,Mainz 05,28,1992,20.5,12.9,20.6,626,202.1,39.2,6.68,9.95,672,4.24,6.59,644,1.22,2.29,532,0.00,0.12,-0.12,0.88,0.59,0.59,0.24,1.32,Spiele
347,Willi Orban\Willi-Orban,hu HUN,DF,RB Leipzig,27,1992,26.3,69.1,78.2,883,1379.0,445.7,20.8,23.0,906,39.3,42.3,928,8.33,11.7,711,0.04,0.03,0.01,0.30,7.49,0.38,0.08,5.44,Spiele
348,Stefan Ortega\Stefan-Ortega,de GER,TW,Arminia,27,1992,34.0,40.8,57.8,706,1487.6,954.4,3.50,3.62,967,17.8,18.1,982,19.5,36.1,542,0.03,0.02,0.01,0.18,2.91,0.29,0.00,0.09,Spiele
349,Yuya Osako\Yuya-Osako,jp JPN,MFFW,Werder Bremen,30,1990,8.5,20.0,29.3,683,325.5,92.5,10.2,13.9,737,7.53,10.5,719,1.76,3.53,500,0.12,0.18,-0.06,1.18,2.12,0.71,0.00,2.94,Spiele
350,Paulo Otávio\Paulo-Otavio,br BRA,DF,Wolfsburg,25,1994,19.3,38.4,51.2,750,752.3,269.7,14.3,16.2,885,18.9,24.1,781,4.87,9.07,537,0.10,0.10,0.01,0.83,2.12,1.45,0.88,3.94,Spiele
351,Reece Oxford\Reece-Oxford,eng ENG,DF,Augsburg,21,1998,15.1,37.0,43.8,844,783.4,282.3,10.2,11.7,870,20.9,22.6,924,5.63,8.41,669,0.00,0.01,-0.01,0.13,2.19,0.13,0.07,3.84,Spiele
352,Salih Özcan\Salih-Ozcan,de GER,MFFW,Köln,22,1998,15.2,36.8,45.8,805,661.3,157.5,16.0,19.3,827,14.6,17.0,860,4.47,6.71,667,0.07,0.05,0.02,0.79,2.70,0.20,0.07,2.57,Spiele
353,Levin Öztunal?\Levin-Oztunali,de GER,DFFW,Mainz 05,24,1996,8.4,19.9,32.1,619,348.2,163.7,10.7,12.7,841,6.55,10.8,604,2.26,6.19,365,0.24,0.11,0.13,1.19,2.02,1.31,0.48,2.98,Spiele
354,Gonçalo Paciência\Goncalo-Paciencia,pt POR,FW,Schalke 04,25,1994,8.3,13.4,21.9,610,221.0,49.9,7.11,11.0,648,3.86,6.27,615,1.69,2.89,583,0.12,0.07,0.05,0.36,0.84,0.24,0.12,1.08,Spiele
355,Exequiel Palacios\Exequiel-Palacios,ar ARG,MF,Leverkusen,21,1998,6.4,58.0,66.9,867,970.0,252.5,31.4,33.6,935,19.5,23.1,845,6.09,8.13,750,0.00,0.14,-0.14,1.41,4.22,0.63,0.16,4.22,Spiele
356,Matondo-Merveille Papela\Matondo-Merveille-Papela,de GER,DF,Mainz 05,19,2001,0.0,1,1,1000,9,9,1,1,1000,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Spiele
357,Felix Passlack\Felix-Passlack,de GER,DF,Dortmund,22,1998,4.0,64.0,75.8,845,1092.3,245.3,32.0,33.3,962,26.0,29.3,889,5.75,9.50,605,0.00,0.05,-0.05,0.75,3.25,1.25,0.50,3.50,Spiele
358,Paulinho\Paulinho,br BRA,FW,Leverkusen,20,2000,0.7,30.0,37.1,808,377.1,47.1,22.9,27.1,842,5.71,7.14,800,1.43,1.43,1000,0.00,0.00,0.00,0.00,2.86,0.00,0.00,2.86,Spiele
359,Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,Bayern Munich,24,1996,21.6,66.4,77.8,854,1210.2,433.4,28.8,31.9,906,29.5,33.1,894,7.31,11.0,667,0.00,0.09,-0.09,0.65,6.48,1.34,0.51,7.59,Spiele
360,Ji?í Pavlenka\Jiri-Pavlenka,cz CZE,TW,Werder Bremen,28,1992,34.0,24.9,33.8,736,780.8,479.1,4.12,4.15,993,10.6,10.8,984,9.94,18.6,533,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,Spiele
361,Vasileios Pavlidis\Vasileios-Pavlidis,gr GRE,FW,Schalke 04,17,2002,0.0,1,1,1000,7,0,1,1,1000,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Spiele
362,Mads Pedersen\Mads-Pedersen,dk DEN,DF,Augsburg,23,1996,9.9,30.0,42.6,704,561.0,232.3,14.2,15.6,916,11.2,15.7,716,4.14,9.09,456,0.00,0.08,-0.08,1.21,1.21,0.61,0.10,1.82,Spiele
363,Peter Pekarík\Peter-Pekarik,sk SVK,DF,Hertha BSC,33,1986,18.8,41.5,50.4,824,773.1,261.7,17.4,18.9,919,19.1,22.2,861,4.79,8.30,577,0.05,0.05,0.01,0.48,2.34,0.80,0.48,3.40,Spiele
364,Philipp Pentke\Philipp-Pentke,de GER,TW,Hoffenheim,35,1985,3.0,31.0,36.7,845,737.3,416.0,9.33,9.33,1000,14.3,14.7,977,7.00,12.3,568,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,Spiele
365,Pavao Pervan\Pavao-Pervan,at AUT,TW,Wolfsburg,32,1987,2.0,25.5,35.5,718,825.5,506.5,3.50,3.50,1000,13.0,13.0,1000,9.00,18.5,486,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
366,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,31,1988,14.5,11.8,17.5,673,171.0,29.7,7.10,9.52,746,2.97,4.48,662,0.90,1.31,684,0.00,0.10,-0.10,0.62,0.83,0.28,0.00,1.03,Spiele
367,Lukas Petkov\Lukas-Petkov,de GER,MF,Augsburg,19,2000,0.0,1,1,1000,3,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Spiele
368,Maximilian Philipp\Maximilian-Philipp,de GER,MF,Wolfsburg,26,1994,12.3,22.7,31.1,728,334.7,67.2,13.4,17.3,775,7.07,9.27,763,1.22,2.36,517,0.16,0.12,0.04,1.22,1.38,0.65,0.08,1.54,Spiele
369,Krzysztof Pi?tek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,25,1995,18.1,15.9,22.5,708,255.2,33.2,9.23,12.3,752,4.75,7.18,662,1.60,1.93,829,0.06,0.07,-0.02,0.55,0.50,0.28,0.11,0.88,Spiele
370,Amos Pieper\Amos-Pieper,de GER,DF,Arminia,22,1998,29.8,42.0,50.2,837,1045.7,273.5,7.65,8.99,851,22.4,24.3,921,11.7,16.2,719,0.03,0.02,0.02,0.23,2.08,0.57,0.00,2.62,Spiele
371,?ukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,35,1985,5.1,47.1,60.4,779,883.5,335.7,19.6,22.4,877,21.0,25.7,817,5.49,9.22,596,0.00,0.06,-0.06,0.59,4.12,0.78,0.39,3.53,Spiele
372,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,28,1992,11.9,44.4,58.7,756,848.2,342.6,17.5,19.1,916,20.9,24.5,856,5.55,12.8,434,0.17,0.11,0.06,0.92,2.94,0.92,0.59,4.20,Spiele
373,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,27,1993,20.0,24.9,34.0,733,427.9,103.0,12.5,15.8,789,8.45,10.9,772,3.10,4.50,689,0.05,0.20,-0.14,1.35,2.35,1.85,0.35,3.45,Spiele
374,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Union Berlin,25,1994,9.5,14.0,19.9,704,232.4,56.7,7.47,9.58,780,4.84,7.16,676,1.37,2.11,650,0.00,0.15,-0.15,0.74,1.68,0.32,0.21,2.00,Spiele
375,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,25,1994,0.1,20.0,20.0,1000,370.0,0.00,0.00,0.00,,20.0,20.0,1000,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
376,Marin Pongra?i?\Marin-Pongracic,hr CRO,DF,Wolfsburg,22,1997,6.4,43.0,50.3,854,1028.9,302.8,6.72,7.81,860,25.9,28.9,897,10.2,13.0,783,0.00,0.00,0.00,0.00,2.66,0.00,0.00,2.81,Spiele
377,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,23,1997,23.5,50.0,62.3,802,1050.7,374.2,15.6,17.7,882,26.3,28.9,909,7.70,13.6,566,0.00,0.03,-0.03,0.51,4.68,0.60,0.26,5.15,Spiele
378,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,26,1994,15.0,21.5,30.2,713,284.2,64.4,13.8,17.6,784,4.93,7.80,632,1.13,1.73,654,0.27,0.19,0.08,0.93,1.13,0.87,0.07,2.07,Spiele
379,Manuel Prietl\Manuel-Prietl,at AUT,MF,Arminia,28,1991,28.0,28.4,35.5,800,580.6,126.7,9.93,12.2,815,13.0,15.2,854,5.18,7.07,732,0.04,0.05,-0.01,0.29,2.21,0.25,0.04,1.96,Spiele
380,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,25,1995,20.2,28.6,36.8,777,526.4,102.9,11.4,14.2,808,12.9,15.5,834,3.32,4.80,691,0.05,0.04,0.01,0.40,1.88,0.15,0.05,2.38,Spiele
381,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,26,1993,16.4,13.8,20.7,665,214.9,56.9,7.87,10.4,759,3.84,5.73,670,1.40,2.62,535,0.12,0.18,-0.05,0.79,1.34,0.37,0.00,1.40,Spiele
382,Nemanja Radonji?\Nemanja-Radonjic,rs SRB,FWDF,Hertha BSC,24,1996,6.8,23.4,36.6,639,355.1,161.9,13.5,18.2,742,7.79,11.6,671,1.47,3.53,417,0.29,0.13,0.16,1.18,1.91,1.47,0.44,4.85,Spiele
383,Benito Raman\Benito-Raman,be BEL,FWMF,Schalke 04,25,1994,13.8,16.4,24.2,680,304.8,101.3,7.90,11.2,708,5.72,7.39,775,2.46,3.19,773,0.00,0.10,-0.10,1.16,1.16,1.01,0.29,2.61,Spiele
384,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,24,1996,16.2,17.8,26.5,674,319.1,69.8,8.09,10.9,740,7.16,9.57,748,2.04,4.07,500,0.12,0.10,0.02,1.11,0.86,1.23,0.74,1.48,Spiele
385,Daishawn Redan\Daishawn-Redan,nl NED,FWMF,Hertha BSC,19,2001,1.1,17.3,26.4,655,283.6,79.1,6.36,10.0,636,10.0,13.6,733,0.00,0.00,,0.00,0.00,0.00,0.91,3.64,0.91,0.00,4.55,Spiele
386,Reinier\Reinier,br BRA,MFFW,Dortmund,18,2002,2.9,34.5,39.0,885,458.3,101.0,22.4,24.1,929,9.66,11.0,875,1.03,1.38,750,0.34,0.14,0.21,1.38,1.38,1.03,0.34,1.72,Spiele
387,Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,18,2002,0.7,50.0,61.4,814,788.6,248.6,25.7,30.0,857,18.6,21.4,867,4.29,8.57,500,0.00,0.14,-0.14,2.86,5.71,0.00,0.00,4.29,Spiele
388,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,31,1989,25.3,36.1,45.3,798,588.2,151.5,19.8,23.3,851,11.7,13.8,853,3.48,5.26,662,0.24,0.32,-0.08,1.98,2.37,1.70,0.24,3.99,Spiele
389,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,22,1997,20.4,20.5,31.7,649,381.3,140.6,8.97,11.4,789,7.55,10.0,751,3.19,7.94,401,0.10,0.11,-0.01,1.27,2.16,0.69,0.20,2.45,Spiele
390,Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,17,2002,22.0,34.9,44.0,793,544.8,113.0,19.7,23.0,856,11.6,13.8,842,2.55,4.45,571,0.23,0.20,0.03,1.55,2.09,1.41,0.09,2.64,Spiele
391,Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,20,2000,10.5,56.4,64.2,878,1199.8,366.6,16.2,17.0,950,31.4,33.9,927,8.48,11.8,718,0.10,0.03,0.07,0.38,3.24,0.29,0.00,3.43,Spiele
392,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,20,2000,1.0,79.0,87.0,908,1492.0,461.0,36.0,39.0,923,33.0,35.0,943,10.0,10.0,1000,1.00,0.30,0.70,3.00,8.00,5.00,3.00,9.00,Spiele
393,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,22,1997,15.7,18.2,30.4,597,359.1,113.1,7.07,9.87,716,7.07,9.87,716,3.25,7.77,418,0.06,0.10,-0.04,0.96,1.97,0.76,0.32,2.48,Spiele
394,Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,23,1996,2.0,55.5,61.5,902,960.0,364.0,27.5,29.5,932,22.5,23.5,957,5.50,7.00,786,0.00,0.00,0.00,0.50,4.00,1.50,0.00,7.50,Spiele
395,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,29,1990,18.1,48.8,58.2,839,873.1,222.4,21.5,24.8,869,21.3,23.5,904,5.14,7.73,664,0.00,0.07,-0.07,1.10,4.36,1.05,0.17,4.81,Spiele
396,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,27,1993,13.7,36.9,49.1,750,696.2,263.5,15.5,18.2,852,15.9,20.5,776,4.96,8.83,562,0.15,0.11,0.04,1.17,2.04,0.80,0.36,3.28,Spiele
397,Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,30,1990,2.0,45.5,68.0,669,780.5,420.0,22.5,29.5,763,15.5,20.5,756,6.00,11.0,545,0.00,0.05,-0.05,1.00,1.50,2.50,0.50,5.00,Spiele
398,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,30,1990,18.6,38.3,52.3,734,688.0,235.2,16.5,19.5,846,16.2,19.9,814,4.68,9.62,486,0.16,0.12,0.04,1.56,3.71,1.29,0.43,4.78,Spiele
399,Georginio Rutter\Georginio-Rutter,fr FRA,FW,Hoffenheim,18,2002,2.7,18.9,23.7,797,298.5,55.9,8.52,10.4,821,5.93,7.78,762,2.22,2.96,750,0.00,0.07,-0.07,0.74,0.00,1.11,0.37,1.85,Spiele
400,Julian Ryerson\Julian-Ryerson,no NOR,DFMF,Union Berlin,22,1997,11.9,35.2,47.9,735,624.2,203.4,17.2,20.3,851,12.7,17.1,744,4.62,7.73,598,0.17,0.11,0.06,0.84,1.26,0.50,0.25,2.35,Spiele
401,Frederik Rønnow\Frederik-Ronnow,dk DEN,TW,Schalke 04,27,1992,10.5,27.0,36.5,742,716.3,403.9,6.67,6.67,1000,11.6,11.7,992,8.19,17.5,467,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,Spiele
402,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,26,1994,5.2,28.1,35.8,785,435.8,80.8,15.4,18.7,825,9.04,11.0,825,2.69,3.08,875,0.19,0.19,0.00,1.73,1.15,0.77,0.00,1.92,Spiele
403,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,26,1994,22.5,47.5,59.7,795,836.5,256.8,23.5,26.3,895,17.5,20.8,838,5.33,9.87,541,0.13,0.10,0.03,1.29,5.38,2.13,0.27,7.07,Spiele
404,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,23,1997,18.5,19.1,26.6,718,339.2,110.7,9.51,12.2,782,7.14,9.35,763,2.27,3.78,600,0.16,0.07,0.09,0.81,2.16,0.97,0.43,3.08,Spiele
405,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,18,2002,2.2,23.6,31.4,754,364.5,114.1,13.6,16.4,833,7.73,9.55,810,1.36,3.64,375,0.45,0.23,0.23,1.36,1.82,0.45,0.00,1.82,Spiele
406,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,24,1996,28.5,40.4,48.1,839,768.3,152.6,15.6,18.0,867,18.4,21.2,864,5.44,7.05,771,0.07,0.04,0.03,0.32,3.44,0.28,0.11,3.05,Spiele
407,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,20,2000,22.9,50.7,64.4,787,785.0,232.2,28.6,32.9,869,17.2,20.6,834,3.80,7.29,521,0.48,0.30,0.18,2.93,2.45,3.58,0.22,6.46,Spiele
408,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,24,1996,20.1,30.6,41.0,747,528.8,119.7,15.8,18.6,850,10.8,13.6,796,3.23,6.27,516,0.45,0.32,0.13,1.79,1.84,1.84,0.40,3.33,Spiele
409,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,29,1990,11.9,47.8,57.4,833,1058.7,326.4,12.3,14.5,844,26.2,29.3,894,8.99,12.4,723,0.00,0.03,-0.03,0.34,1.93,0.42,0.08,3.19,Spiele
